Clause ,Title,Clause Date,Acceptance Status*,Acceptance Criteria or Additional Notes,Request to Sponsor,"Subcontract 
Flowdown",VT Review Date & initial,Notify PI,Notify OESRC,Prescription,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.223-99,Ensuring Adequate COVID-19 Safety Protocols for Federal Contractors (Deviation),Oct 2021,C,"This clause should be included within any contract or subcontract that exceeds the Simplified Acquisition Threshold. There may be multiple versions of this clause, as the Civilian Agency Acquisition Council provided agencies with the ability to include versions of the clause that are tailored.

Please send any modification or contract that includes this clause to Christy for review, as we are working to track these and are reviewing the terms for consistency across our agreements.  Thank you so much.","Negotiation Position #1 - Request Removal.  

This clause and its addendum seek to implement the requirements of Executive Order 14042 through the Safer Federal Workforce Task Force’s Guidance for Federal Contractors (“Task Force Guidance”).  The Task Force’s Guidance is as follows:

Regarding Applicable Court Orders and Injunctions: To ensure compliance with an applicable preliminary nationwide injunction, which may be supplemented, modified, or vacated, depending on the course of ongoing litigation, the Federal Government will take no action to implement or enforce Executive Order 14042. 

Due to the pending litigation/court orders/injunctions pertaining to this matter, it is respectfully requested for FAR 52.223-99, Ensuring Adequate COVID-19 Safety Protocols for Federal Contractors (Oct 2021) to be removed for clarity.  Thank you so much",Yes,"03/11/23 CDC
09/21/22 CDC
10/20/21 CDC",No,No,52.223-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.224-1,Privacy Act Notification,Apr 1984,C,"For contracts when design, development or operation of a system of records on individuals is required",,Not required in clause or prescription,"03/11/23 CDC
03/24/14 CDC
12/30/10 LDC",Yes,No,24.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.224-2,Privacy Act ,Apr 1984,C,"For contracts when design, development or operation of a system of records on individuals is required", ,Not required in clause or prescription,"03/24/14 CDC
10/30/09 LDC",Yes,No,24.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.224-3,Privacy Training,Jan 2017,REMOVE,"Required in solicitations and contracts when, on behalf of the agency, contractor employees will–

(1) Have access to a system of records;

(2) Create, collect, use, process, store, maintain, disseminate, disclose, dispose, or otherwise handle personally identifiable information; or

(3) Design, develop, maintain, or operate a system of records.","Virginia Tech is providing research efforts.  There should not be times when the university would be handling PII from the Federal Government or designing/maintaining a system of record for the Federal Government.  Therefore, it is respectfully requested for this clause to be removed.",Yes,"03/11/23 CDC
03/12/17 CDC",Yes,No,24.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.225-1,Buy American Act - Supplies,Nov 2021,C,"If over micro-purchase threshold, but not exceeding $25,000.  If over $25,000 and FAR 52.225-2 through FAR 52.225-6 do not apply.     

This version of the clause reflects updates per Section 836 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Pub. L. 115-232).",,Not required in clause or prescription,12/29/21 CDC,"Yes.  If supplies will be in deliverable to government, PI must Buy American",No,25.1101(a)(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD,Buy American Act - Supplies,Nov 2021,C,"If over micro-purchase threshold, but not exceeding $25,000.  If over $25,000 and FAR 52.225-2 through FAR 52.225-6 do not apply.     

This version of the clause reflects updates per Section 836 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Pub. L. 115-232).",,Not required in clause or prescription,12/29/21 CDC,"Yes.  If supplies will be in deliverable to government, PI must Buy American",No,25.1101(a)(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Buy American Act - Supplies,May 2014,C,"If over micro-purchase threshold, but not exceeding $25,000.  If over $25,000 and FAR 52.225-2 through FAR 52.225-6 do not apply.     ",,Not required in clause or prescription,12/16/09 LDC,"Yes.  If supplies will be in deliverable to government, PI must Buy American",No,25.1101(a)(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.223-2,Buy American Certificate,Oct 2022,REMOVE,Provision only.  Insert if solicitation includes FAR 52.225-1,"Per Prescription, this clause applies only to the acquisition of supplies.  Virginia Tech is executing research, not providing supplies.",Not required in clause or prescription,"03/11/23 CDC
01/18/21 CDC
12/31/15 CDC
10/30/09 LDC",n/a,No,25.1101(a)(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD,Buy American Certificate,Feb 2021,REMOVE,Provision only.  Insert if solicitation includes FAR 52.225-1,"Per Prescription, this clause applies only to the acquisition of supplies.  Virginia Tech is executing research, not providing supplies.",Not required in clause or prescription,"01/18/21 CDC
12/31/15 CDC
10/30/09 LDC",n/a,No,25.1101(a)(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD,Buy American Certificate,May 2014,REMOVE,Provision only.  Insert if solicitation includes FAR 52.225-1,"Per Prescription, this clause applies only to the acquisition of supplies.  Virginia Tech is executing research, not providing supplies.",Not required in clause or prescription,"12/31/15 CDC
10/30/09 LDC",n/a,No,25.1101(a)(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.225-3,Buy American—Free Trade Agreements-Israeli Trade Act,Dec 2022,REMOVE,"For supply or services involving the furnishing of supplies.  
","Per Prescription 25.1101 (b)(1)(i)(A), this is for supply contracts or services involving the furnishing of supplies.",Not required in clause or prescription,"03/11/23 CDC
12/29/21 CDC
12/31/15 CDC
10/30/09 LDC",n/a,No,25.1101(b)(1)(i),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD,Buy American—Free Trade Agreements-Israeli Trade Act,May 2014,REMOVE,"For supply or services involving the furnishing of supplies.  
","Per Prescription 25.1101 (b)(1)(i)(A), this is for supply contracts or services involving the furnishing of supplies.",Not required in clause or prescription,"12/29/21 CDC
12/31/15 CDC
10/30/09 LDC",n/a,No,25.1101(b)(1)(i),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD,Buy American—Free Trade Agreements-Israeli Trade Act,May 2014,REMOVE,"For supply or services involving the furnishing of supplies.  
","Per Prescription 25.1101 (b)(1)(i)(A), this is for supply contracts or services involving the furnishing of supplies.",Not required in clause or prescription,"12/31/15 CDC
10/30/09 LDC",n/a,No,25.1101(b)(1)(i),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.225-4,Buy American—Free Trade Agreements-Israeli Trade Act Certificate.,Oct 2022,REMOVE,in solicitations containing 52.225-3,"Per Prescription 25.1101 (b)(1)(i)(A), this is for supply contracts or services involving the furnishing of supplies.",no,"03/11/23 CDC
12/31/15 CDC
10/30/09 LDC",n/a,No,25.1101(b)(2)(i),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD,Buy American—Free Trade Agreements-Israeli Trade Act Certificate.,Feb 2021,REMOVE,in solicitations containing 52.225-3,"Per Prescription 25.1101 (b)(1)(i)(A), this is for supply contracts or services involving the furnishing of supplies.",no,"12/31/15 CDC
10/30/09 LDC",n/a,No,25.1101(b)(2)(i),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD,Buy American—Free Trade Agreements-Israeli Trade Act Certificate.,May 2014,REMOVE,in solicitations containing 52.225-3,"Per Prescription 25.1101 (b)(1)(i)(A), this is for supply contracts or services involving the furnishing of supplies.",no,"12/31/15 CDC
10/30/09 LDC",n/a,No,25.1101(b)(2)(i),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.225-5,Trade Agreements,Dec 2022,REMOVE,,"Per Prescription, this clause applies only to the acquisition of supplies.  Virginia Tech is executing research, not providing supplies.",no,"03/11/23 CDC
10/06/19 CDC
0825/18 CDC
12/31/15 CDC
10/30/09 LDC",n/a,No,25.1101(c)(1) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD,Trade Agreements,Oct 2019,REMOVE,,"Per Prescription, this clause applies only to the acquisition of supplies.  Virginia Tech is executing research, not providing supplies.",no,"10/06/19 CDC
0825/18 CDC
12/31/15 CDC
10/30/09 LDC",n/a,No,25.1101(c)(1) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD,Trade Agreements,Aug 2018,REMOVE,,"Per Prescription, this clause applies only to the acquisition of supplies.  Virginia Tech is executing research, not providing supplies.",no,"0825/18 CDC
12/31/15 CDC
10/30/09 LDC",n/a,No,25.1101(c)(1) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD,Trade Agreements,Oct 2016,REMOVE,,"Per Prescription, this clause applies only to the acquisition of supplies.  Virginia Tech is executing research, not providing supplies.",no,"12/31/15 CDC
10/30/09 LDC",n/a,No,25.1101(c)(1) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.225-6,Trade Agreements Certificate,Feb 2021,REMOVE,In solicitations containing 52.225-5,"Per Prescription, this clause applies only to the acquisition of supplies (i.e. contracts that include FAR 52.225-5).  Virginia Tech is executing research, not providing supplies.",no,"03/11/23 CDC
01/18/21 CDC
12/31/15 CDC
10/30/09 LDC",n/a,No,25.1101(c)(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD,Trade Agreements Certificate,May 2014,REMOVE,In solicitations containing 52.225-5,,no,"12/31/15 CDC
10/30/09 LDC",n/a,No,25.1101(c)(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.225-7,Waiver of Buy American Statute for Civil Aircraft and Related Articles,Feb 2016,C,"In solicitations for civil aircraft and related articles if the acquisition value is less than $203,000.  

This clause will be updated on February 1, 2016, to reflect minor updates.  The date will be changed at that time.  ","Per prescription, this is not applicable to Virginia Tech's work.",no,"03/11/23 CDC
12/31/15 CDC
10/30/09 LDC",no,No,25.1101(d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD,Waiver of Buy American Statute for Civil Aircraft and Related Articles,May 2014,C,"In solicitations for civil aircraft and related articles if the acquisition value is less than $203,000.  

This clause will be updated on February 1, 2016, to reflect minor updates.  The date will be changed at that time.  ","Per prescription, this is not applicable to Virginia Tech's work.",no,"12/31/15 CDC
10/30/09 LDC",no,No,25.1101(d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.225-8,Duty-Free Entry,Oct 2010,REMOVE,"in solicitations and contracts for supplies that may be imported into the United States and for which duty-free entry may be obtained, if the value of the acquisition—

(1) Exceeds the simplified acquisition threshold; or (2) Does not exceed the simplified acquisition threshold, but the savings from waiving the duty is anticipated to be more than the administrative cost of waiving the duty.","Per Prescription, this clause applies only to the acquisition of supplies.  Virginia Tech is executing research, not providing supplies.",no,"03/11/23 CDC
10/19/13 CDC",n/a,No,25.1101(e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.225-9,Buy American - Construction Materials,Oct 2022,C,"For construction contracts performed in the U.S. valued at less than $7,804,000.

This version of the clause reflects updates per Section 836 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Pub. L. 115-232).","Per Prescription, this clause is only to be used for construction contracts.  It really is self-deleting for research efforts.  You can suggest its remova for clarity, but if the CO insists on including, it is self-deleting.  ",no,"03/11/23 CDC
12/29/21 CDC
01/18/21 CDC
12/31/15 CDC
10/30/09 LDC",no,No,25.1102(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD,Buy American - Construction Materials,Nov 2021,C,"For construction contracts performed in the U.S. valued at less than $7,804,000.

This version of the clause reflects updates per Section 836 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Pub. L. 115-232).","Per Prescription, this clause is only to be used for construction contracts.  It really is self-deleting for research efforts.  You can suggest its remova for clarity, but if the CO insists on including, it is self-deleting.  ",no,"12/29/21 CDC
01/18/21 CDC
12/31/15 CDC
10/30/09 LDC",no,No,25.1102(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD,Buy American - Construction Materials,Feb 2021,C,"For construction contracts performed in the U.S. valued at less than $7,804,000","Per Prescription, this clause is only to be used for construction contracts.  It really is self-deleting for research efforts.  You can suggest its removal, but if the CO insists on including, it is self-deleting.  ",no,"01/18/21 CDC
12/31/15 CDC
10/30/09 LDC",no,No,25.1102(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD,Buy American - Construction Materials,May 2014,C,"For construction contracts performed in the U.S. valued at less than $7,804,000","Per Prescription, this clause is only to be used for construction contracts.  It really is self-deleting for research efforts.  You can suggest its removal, but if the CO insists on including, it is self-deleting.  ",no,"12/31/15 CDC
10/30/09 LDC",no,No,25.1102(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.225-10,Notice of Buy American Requirement - Construction Materials,May 2014,C,In solicitations containing 52.225-9,,no,"03/11/23 CDC
12/31/15 CDC
10/30/09 LDC",no,No,25.1102(b)(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.225-11,Buy American —Construction Materials under Trade Agreements,Dec 2022,C,"For construction contracts over $7,804,000

This version of the clause reflects updates per Section 836 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Pub. L. 115-232). ","Per Prescription, this clause is only to be used for construction contracts.  It really is self-deleting for research efforts.  You can suggest its removal, but if the CO insists on including, it is self-deleting.  ",Not required in clause or prescription,"03/11/23 CDC
12/29/21 CDC
10/06/19 CDC
12/31/15 CDC
10/30/09 LDC",no,No,25.1102(c) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD,Buy American —Construction Materials under Trade Agreements,Nov 2021,C,"For construction contracts over $7,804,000

This version of the clause reflects updates per Section 836 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Pub. L. 115-232). ","Per Prescription, this clause is only to be used for construction contracts.  It really is self-deleting for research efforts.  You can suggest its removal, but if the CO insists on including, it is self-deleting.  ",Not required in clause or prescription,"12/29/21 CDC
10/06/19 CDC
12/31/15 CDC
10/30/09 LDC",no,No,25.1102(c) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD,Buy American —Construction Materials under Trade Agreements,Oct 2019,C,"For construction contracts over $7,804,000

This clause will be updated on February 1, 2016, to reflect minor updates.  The date will be changed at that time.  ","Per Prescription, this clause is only to be used for construction contracts.  It really is self-deleting for research efforts.  You can suggest its removal, but if the CO insists on including, it is self-deleting.  ",Not required in clause or prescription,"10/06/19 CDC
12/31/15 CDC
10/30/09 LDC",no,No,25.1102(c) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD,Buy American —Construction Materials under Trade Agreements,May 2014,C,"For construction contracts over $7,804,000

This clause will be updated on February 1, 2016, to reflect minor updates.  The date will be changed at that time.  ","Per Prescription, this clause is only to be used for construction contracts.  It really is self-deleting for research efforts.  You can suggest its removal, but if the CO insists on including, it is self-deleting.  ",Not required in clause or prescription,"12/31/15 CDC
10/30/09 LDC",no,No,25.1102(c) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
